C_NAME,TOTAL_SALES
Customer#000001093,2657340.66
Customer#000110755,2657336.06
Customer#000123574,2657280.94
Customer#000096742,2657276.73
Customer#000092557,2657255.42
Customer#000106463,2657249.77
Customer#000070709,2657215.24
Customer#000106411,2657160.46
Customer#000009445,2657133.83
Customer#000098053,2657127.23
Customer#000012772,2657086.00
Customer#000030401,2657083.60
Customer#000128417,2656974.45
Customer#000021847,2656939.64
Customer#000119785,2656924.83
Customer#000098311,2656894.43
Customer#000076609,2656841.06
Customer#000099227,2656794.02
Customer#000078539,2656783.15
Customer#000100042,2656782.79
Customer#000103381,2656758.20
Customer#000073942,2656695.44
Customer#000136481,2656688.38
Customer#000045169,2656620.49
Customer#000098983,2656592.57
Customer#000014483,2656589.60
Customer#000060235,2656564.03
Customer#000016951,2656538.78
Customer#000012910,2656519.61
Customer#000098587,2656507.13
Customer#000010012,2656394.61
Customer#000087397,2656394.07
Customer#000084319,2656365.99
Customer#000014974,2656285.15
Customer#000060391,2656250.21
Customer#000134941,2656226.35
Customer#000024628,2656207.86
Customer#000056815,2656180.06
Customer#000015460,2656175.48
Customer#000048968,2656123.64
Customer#000061432,2656094.56
Customer#000121508,2655999.82
Customer#000011974,2655974.89
Customer#000095740,2655942.62
Customer#000000850,2655936.71
Customer#000041041,2655864.21
Customer#000105727,2655853.51
Customer#000121129,2655819.25
Customer#000043097,2655794.30
Customer#000129994,2655785.45
Customer#000023918,2655752.79
Customer#000114415,2655714.16
Customer#000051940,2655677.60
Customer#000104474,2655672.00
Customer#000109184,2655637.59
Customer#000023102,2655627.48
Customer#000104698,2655577.77
Customer#000034186,2655557.44
Customer#000028402,2655546.34
Customer#000110366,2655517.21
Customer#000113794,2655352.10
Customer#000121234,2655339.68
Customer#000093356,2655306.80
Customer#000126082,2655306.23
Customer#000138292,2655305.59
Customer#000113989,2655280.71
Customer#000029137,2655261.51
Customer#000071764,2655248.04
Customer#000037162,2655203.67
Customer#000117319,2655202.05
Customer#000005386,2655197.29
Customer#000079669,2655184.12
Customer#000116125,2655146.88
Customer#000072532,2655104.30
Customer#000074410,2655069.65
Customer#000032668,2655064.15
Customer#000108908,2655034.05
Customer#000111352,2655001.83
Customer#000085915,2654918.45
Customer#000121930,2654808.51
Customer#000027835,2654778.88
Customer#000003061,2654743.06
Customer#000113044,2654716.84
Customer#000113338,2654655.80
Customer#000066424,2654628.12
Customer#000086377,2654604.64
Customer#000126721,2654598.56
Customer#000008783,2654596.80
Customer#000009656,2654595.67
Customer#000027259,2654511.93
Customer#000064861,2654511.74
Customer#000096496,2654510.38
Customer#000133615,2654491.53
Customer#000108691,2654479.89
Customer#000043642,2654468.50
Customer#000125338,2654450.39
Customer#000098122,2654358.47
Customer#000013630,2654349.25
Customer#000062696,2654343.18
Customer#000054196,2654289.54
Customer#000118066,2654265.16
Customer#000103051,2654241.42
Customer#000031057,2654212.81
Customer#000018020,2654201.82
Customer#000139862,2654087.46
Customer#000077683,2654082.14
Customer#000029723,2654078.87
Customer#000113251,2654030.64
Customer#000117275,2653939.61
Customer#000122098,2653919.10
Customer#000086134,2653856.96
Customer#000099382,2653851.54
Customer#000110401,2653816.96
Customer#000098905,2653762.29
Customer#000017482,2653728.84
Customer#000136129,2653648.50
Customer#000083188,2653614.78
Customer#000147943,2653581.80
Customer#000097453,2653578.09
Customer#000082180,2653577.40
Customer#000141787,2653532.36
Customer#000121492,2653447.47
Customer#000009967,2653422.89
Customer#000067657,2653388.04
Customer#000067588,2653357.31
Customer#000121981,2653347.66
Customer#000120268,2653326.79
Customer#000124886,2653326.21
Customer#000094516,2653308.13
Customer#000113188,2653252.20
Customer#000026539,2653238.70
Customer#000040513,2653168.82
Customer#000027790,2653163.77
Customer#000094603,2653102.08
Customer#000088543,2653061.62
Customer#000021542,2653046.12
Customer#000098638,2652990.98
Customer#000019414,2652987.42
Customer#000086494,2652981.77
Customer#000021448,2652978.35
Customer#000035461,2652967.56
Customer#000105499,2652951.88
Customer#000104413,2652904.65
Customer#000056332,2652815.85
Customer#000066358,2652795.41
Customer#000046918,2652764.21
Customer#000053935,2652762.24
Customer#000062458,2652691.10
Customer#000020275,2652622.85
Customer#000032128,2652550.43
Customer#000074957,2652525.47
Customer#000124744,2652438.61
Customer#000040336,2652428.42
Customer#000083494,2652400.82
Customer#000069919,2652381.96
Customer#000063355,2652341.96
Customer#000139210,2652313.89
Customer#000040978,2652288.85
Customer#000114874,2652288.65
Customer#000061216,2652281.45
Customer#000038591,2652274.76
Customer#000035113,2652203.53
Customer#000142021,2652193.13
Customer#000075049,2652151.03
Customer#000019897,2652104.31
Customer#000058042,2652098.75
Customer#000061393,2652071.71
Customer#000093262,2651951.95
Customer#000137572,2651913.76
Customer#000047992,2651882.74
Customer#000140183,2651732.30
Customer#000114802,2651714.96
Customer#000052351,2651668.99
Customer#000100654,2651650.65
Customer#000082045,2651606.53
Customer#000097330,2651584.64
Customer#000083134,2651564.18
Customer#000043714,2651508.72
Customer#000054280,2651487.46
Customer#000006926,2651423.44
Customer#000061711,2651391.96
Customer#000107884,2651386.93
Customer#000117496,2651304.92
Customer#000024806,2651288.97
Customer#000056275,2651271.28
Customer#000000466,2651270.68
Customer#000093265,2651165.98
Customer#000143986,2651067.39
Customer#000122920,2651062.59
Customer#000112750,2651044.19
Customer#000040652,2650986.37
Customer#000026569,2650983.82
Customer#000052909,2650982.82
Customer#000049060,2650967.37
Customer#000138004,2650876.02
Customer#000144022,2650869.76
Customer#000028774,2650796.90
Customer#000000334,2650777.01
Customer#000060862,2650756.77
Customer#000071170,2650724.24
Customer#000101452,2650638.36
Customer#000008209,2650464.04
Customer#000052813,2650431.17
Customer#000087778,2650430.07
Customer#000067582,2650398.67
Customer#000067273,2650359.77
Customer#000096151,2650292.31
Customer#000097807,2650265.13
Customer#000005503,2650256.98
Customer#000066628,2650128.17
Customer#000004867,2650119.92
Customer#000032350,2650086.86
Customer#000015667,2650045.70
Customer#000064414,2650017.02
Customer#000082579,2649867.26
Customer#000141637,2649797.00
Customer#000010688,2649757.89
Customer#000006907,2649729.09
Customer#000019981,2649710.20
Customer#000147614,2649626.37
Customer#000054430,2649556.58
Customer#000149806,2649545.30
Customer#000005848,2649540.29
Customer#000030995,2649450.08
Customer#000047287,2649404.38
Customer#000052844,2649359.66
Customer#000060784,2649346.97
Customer#000100540,2649317.35
Customer#000116930,2649283.74
Customer#000100798,2649276.96
Customer#000120808,2649237.86
Customer#000050839,2649150.36
Customer#000110461,2649063.52
Customer#000131413,2648967.53
Customer#000122269,2648946.96
Customer#000051454,2648945.92
Customer#000133808,2648868.27
Customer#000129496,2648827.38
Customer#000134164,2648805.56
Customer#000019166,2648774.30
Customer#000021964,2648762.65
Customer#000048550,2648711.81
Customer#000018262,2648708.78
Customer#000125516,2648696.16
Customer#000027685,2648694.54
Customer#000049357,2648692.52
Customer#000087908,2648680.68
Customer#000044782,2648608.47
Customer#000130144,2648566.86
Customer#000021256,2648547.06
Customer#000094235,2648533.98
Customer#000121606,2648523.91
Customer#000113359,2648496.51
Customer#000073934,2648495.38
Customer#000028753,2648461.77
Customer#000089524,2648429.24
Customer#000087664,2648381.87
Customer#000065431,2648370.19
Customer#000088279,2648304.29
Customer#000095002,2648259.25
Customer#000127939,2648258.51
Customer#000019006,2648219.33
Customer#000045940,2648213.41
Customer#000106558,2648199.06
Customer#000016631,2648160.09
Customer#000134197,2648144.86
Customer#000108217,2648113.36
Customer#000057676,2648076.20
Customer#000104131,2648018.19
Customer#000073960,2647981.32
Customer#000064639,2647971.94
Customer#000000565,2647962.00
Customer#000127399,2647959.50
Customer#000139393,2647903.17
Customer#000036643,2647903.02
Customer#000002617,2647883.19
Customer#000102895,2647851.23
Customer#000109483,2647837.47
Customer#000002938,2647836.97
Customer#000037477,2647832.00
Customer#000130361,2647776.86
Customer#000088060,2647737.94
Customer#000022498,2647734.57
Customer#000134021,2647733.24
Customer#000049046,2647702.64
Customer#000125890,2647692.68
Customer#000115876,2647659.38
Customer#000147652,2647656.80
Customer#000139957,2647626.17
Customer#000078322,2647625.95
Customer#000085273,2647617.07
Customer#000012592,2647610.14
Customer#000005272,2647600.76
Customer#000058249,2647575.09
Customer#000027058,2647554.03
Customer#000073987,2647548.01
Customer#000124324,2647534.01
Customer#000024019,2647529.87
Customer#000136585,2647517.71
Customer#000137720,2647515.70
Customer#000037891,2647486.67
Customer#000021559,2647457.48
Customer#000050525,2647419.60
Customer#000027529,2647376.38
Customer#000145631,2647357.55
Customer#000003811,2647353.63
Customer#000100849,2647324.70
Customer#000128773,2647313.03
Customer#000128926,2647293.50
Customer#000083344,2647246.71
Customer#000100726,2647222.27
Customer#000127645,2647209.30
Customer#000044114,2647202.17
Customer#000057667,2647201.25
Customer#000131686,2647187.87
Customer#000098038,2647129.10
Customer#000131086,2647049.00
Customer#000060949,2647044.70
Customer#000004654,2646982.71
Customer#000084832,2646874.56
Customer#000093304,2646872.51
Customer#000057460,2646846.73
Customer#000056863,2646789.99
Customer#000093061,2646779.08
Customer#000030091,2646777.99
Customer#000009922,2646766.29
Customer#000102571,2646757.67
Customer#000068293,2646715.03
Customer#000094979,2646690.86
Customer#000054193,2646685.33
Customer#000114010,2646669.32
Customer#000123884,2646662.28
Customer#000010051,2646656.79
Customer#000014311,2646640.74
Customer#000125899,2646624.22
Customer#000067669,2646592.84
Customer#000057976,2646592.15
Customer#000100837,2646572.69
Customer#000063295,2646569.86
Customer#000041300,2646545.34
Customer#000053773,2646540.73
Customer#000009634,2646536.03
Customer#000010273,2646484.29
Customer#000134072,2646433.10
Customer#000030050,2646396.20
Customer#000028138,2646329.93
Customer#000115786,2646328.64
Customer#000059839,2646318.79
Customer#000103747,2646307.02
Customer#000072430,2646305.00
Customer#000042202,2646278.50
Customer#000001669,2646272.81
Customer#000111379,2646256.13
Customer#000009125,2646253.03
Customer#000141133,2646241.68
Customer#000138256,2646235.90
Customer#000099007,2646228.99
Customer#000010846,2646215.45
Customer#000133936,2646210.10
Customer#000023623,2646165.08
Customer#000102388,2646150.79
Customer#000108619,2646144.73
Customer#000016549,2646099.77
Customer#000000457,2646094.77
Customer#000058960,2646067.39
Customer#000045643,2646035.02
Customer#000000214,2645990.51
Customer#000057361,2645976.94
Customer#000067687,2645938.25
Customer#000032518,2645849.66
Customer#000025342,2645804.75
Customer#000035398,2645700.04
Customer#000012007,2645683.37
Customer#000112765,2645602.37
Customer#000031840,2645537.75
Customer#000133586,2645517.53
Customer#000077542,2645392.71
Customer#000109630,2645344.12
Customer#000097765,2645331.44
Customer#000119594,2645263.83
Customer#000043085,2645250.16
Customer#000097024,2645133.45
Customer#000021037,2645052.31
Customer#000078115,2645044.84
Customer#000046940,2645026.52
Customer#000126079,2645008.41
Customer#000088235,2644967.18
Customer#000123928,2644882.05
Customer#000090928,2644831.91
Customer#000081431,2644790.55
Customer#000067810,2644760.31
Customer#000121909,2644750.91
Customer#000040840,2644750.46
Customer#000086290,2644749.53
Customer#000092059,2644734.44
Customer#000082654,2644709.75
Customer#000018403,2644675.40
Customer#000105163,2644656.08
Customer#000042805,2644653.51
Customer#000039523,2644638.43
Customer#000070177,2644615.98
Customer#000116974,2644601.60
Customer#000116215,2644597.24
Customer#000082642,2644415.25
Customer#000137974,2644396.74
Customer#000002092,2644347.72
Customer#000068668,2644335.78
Customer#000112501,2644250.35
Customer#000003349,2644204.36
Customer#000038422,2644179.50
Customer#000144817,2644173.94
Customer#000090334,2644160.51
Customer#000059215,2644126.81
Customer#000113965,2644122.95
Customer#000095470,2644114.06
Customer#000058420,2644111.73
Customer#000127214,2644102.76
Customer#000083665,2644096.92
Customer#000079774,2644082.86
Customer#000088760,2644078.98
Customer#000023702,2644066.90
Customer#000046186,2644008.88
Customer#000097325,2644001.62
Customer#000122906,2643991.91
Customer#000028159,2643968.69
Customer#000048496,2643918.30
Customer#000014423,2643898.66
Customer#000096128,2643842.25
Customer#000063148,2643729.44
Customer#000123460,2643712.27
Customer#000113422,2643709.06
Customer#000060122,2643693.79
Customer#000034570,2643671.19
Customer#000101059,2643637.51
Customer#000020056,2643626.62
Customer#000065605,2643620.30
Customer#000062495,2643465.45
Customer#000011416,2643450.24
Customer#000033122,2643430.73
Customer#000002476,2643430.31
Customer#000130231,2643406.51
Customer#000013637,2643392.18
Customer#000033019,2643328.53
Customer#000132394,2643284.38
Customer#000061705,2643260.68
Customer#000051628,2643093.12
Customer#000093319,2643049.96
Customer#000054895,2643018.95
Customer#000093418,2642941.44
Customer#000018913,2642755.29
Customer#000085660,2642734.87
Customer#000088114,2642707.98
Customer#000004663,2642704.82
Customer#000144418,2642700.56
Customer#000140950,2642687.81
Customer#000136807,2642642.22
Customer#000064355,2642520.28
Customer#000144190,2642478.05
Customer#000127189,2642400.86
Customer#000095224,2642387.12
Customer#000080663,2642381.40
Customer#000039155,2642226.92
Customer#000097402,2642142.42
Customer#000078875,2642122.36
Customer#000125872,2641969.40
Customer#000085621,2641949.82
Customer#000146539,2641920.10
Customer#000139009,2641920.06
Customer#000110380,2641890.35
Customer#000142963,2641869.71
Customer#000141298,2641853.70
Customer#000047572,2641743.64
Customer#000108343,2641734.73
Customer#000046028,2641695.36
Customer#000067702,2641670.68
Customer#000100451,2641654.22
Customer#000051179,2641639.83
Customer#000024424,2641634.71
Customer#000098029,2641570.83
Customer#000125320,2641492.43
Customer#000147146,2641428.98
Customer#000074143,2641392.79
Customer#000038956,2641274.11
Customer#000087145,2641219.08
Customer#000123799,2641139.84
Customer#000112849,2641128.70
Customer#000113849,2641096.05
Customer#000148561,2641039.68
Customer#000110743,2641038.84
Customer#000057017,2641018.24
Customer#000134005,2641011.95
Customer#000065062,2640958.76
Customer#000045163,2640938.83
Customer#000050882,2640875.92
Customer#000089173,2640866.88
Customer#000078146,2640858.72
Customer#000142111,2640817.15
Customer#000077332,2640795.79
Customer#000129514,2640792.21
Customer#000103397,2640760.73
Customer#000059470,2640724.90
Customer#000142210,2640704.21
Customer#000102550,2640658.58
Customer#000024355,2640656.91
Customer#000065839,2640527.11
Customer#000009829,2640465.25
Customer#000016148,2640457.88
Customer#000141154,2640430.29
Customer#000108994,2640416.32
Customer#000033586,2640410.61
Customer#000017530,2640398.24
Customer#000137158,2640331.61
Customer#000142636,2640323.08
Customer#000063397,2640315.50
Customer#000016570,2640310.08
Customer#000046519,2640297.12
Customer#000055840,2640210.80
Customer#000086548,2640156.36
Customer#000021550,2640117.92
Customer#000001967,2640077.84
Customer#000009526,2640037.32
Customer#000042389,2640006.03
Customer#000126353,2639974.16
Customer#000068077,2639955.19
Customer#000046534,2639930.01
Customer#000024031,2639845.80
Customer#000027946,2639785.37
Customer#000142516,2639750.72
Customer#000083623,2639733.51
Customer#000122428,2639721.70
Customer#000066133,2639720.88
Customer#000024112,2639660.81
Customer#000094780,2639610.13
Customer#000021310,2639601.08
Customer#000139858,2639592.82
Customer#000069169,2639548.47
Customer#000145162,2639517.99
Customer#000129503,2639513.53
Customer#000048791,2639510.07
Customer#000052376,2639496.09
Customer#000108214,2639485.19
Customer#000013117,2639456.42
Customer#000130396,2639414.74
Customer#000120398,2639411.13
Customer#000061372,2639380.76
Customer#000135004,2639374.86
Customer#000094156,2639357.69
Customer#000046822,2639345.86
Customer#000067804,2639217.27
Customer#000113767,2639125.90
Customer#000148270,2639080.88
Customer#000054106,2639074.09
Customer#000128080,2638964.85
Customer#000026098,2638956.85
Customer#000108652,2638861.22
Customer#000005320,2638788.16
Customer#000050915,2638707.51
Customer#000079321,2638699.73
Customer#000031942,2638592.02
Customer#000035836,2638556.61
Customer#000072961,2638500.11
Customer#000059707,2638458.85
Customer#000022780,2638419.48
Customer#000135739,2638413.69
Customer#000132688,2638408.02
Customer#000080288,2638316.22
Customer#000130933,2638302.48
Customer#000111253,2638291.48
Customer#000137938,2638181.99
Customer#000047138,2638106.79
Customer#000061846,2638098.13
Customer#000064318,2637976.11
Customer#000085037,2637943.57
Customer#000086566,2637900.30
Customer#000098629,2637882.82
Customer#000141029,2637875.40
Customer#000108916,2637834.18
Customer#000105052,2637827.58
Customer#000127859,2637792.03
Customer#000030100,2637783.75
Customer#000029366,2637759.41
Customer#000133897,2637740.43
Customer#000121837,2637708.36
Customer#000148291,2637694.33
Customer#000011662,2637686.95
Customer#000089902,2637685.12
Customer#000078739,2637657.95
Customer#000065065,2637649.82
Customer#000080689,2637646.86
Customer#000127441,2637444.97
Customer#000147875,2637435.99
Customer#000041605,2637428.38
Customer#000008881,2637427.76
Customer#000069410,2637367.20
Customer#000001426,2637350.93
Customer#000088585,2637334.21
Customer#000100345,2637327.93
Customer#000016210,2637323.36
Customer#000031618,2637322.33
Customer#000018992,2637271.00
Customer#000134473,2637239.41
Customer#000097390,2637188.43
Customer#000068932,2637094.71
Customer#000009949,2637077.87
Customer#000107737,2637063.40
Customer#000019888,2636938.47
Customer#000000583,2636922.59
Customer#000092305,2636907.11
Customer#000027745,2636892.32
Customer#000070345,2636880.62
Customer#000107497,2636869.79
Customer#000099631,2636850.33
Customer#000071851,2636789.30
Customer#000028363,2636789.15
Customer#000006427,2636767.80
Customer#000056090,2636713.37
Customer#000085582,2636700.65
Customer#000032738,2636695.61
Customer#000018706,2636674.43
Customer#000104371,2636654.24
Customer#000102325,2636651.51
Customer#000061924,2636634.66
Customer#000024305,2636592.53
Customer#000027433,2636515.65
Customer#000109519,2636509.93
Customer#000145367,2636467.62
Customer#000011926,2636442.24
Customer#000027751,2636359.68
Customer#000060485,2636283.28
Customer#000126022,2636265.08
Customer#000011158,2636238.55
Customer#000126808,2636191.92
Customer#000131213,2636189.67
Customer#000134687,2636145.66
Customer#000001982,2636136.89
Customer#000064229,2636129.78
Customer#000065750,2636102.31
Customer#000099409,2636053.90
Customer#000062425,2636049.78
Customer#000070331,2636039.40
Customer#000095231,2635929.35
Customer#000045547,2635856.91
Customer#000082166,2635847.68
Customer#000146488,2635703.76
Customer#000135835,2635700.01
Customer#000004367,2635676.05
Customer#000076597,2635622.50
Customer#000059069,2635578.52
Customer#000080809,2635572.86
Customer#000087418,2635568.71
Customer#000058862,2635563.40
Customer#000007723,2635559.67
Customer#000067870,2635429.75
Customer#000082547,2635387.09
Customer#000079870,2635380.96
Customer#000149395,2635377.68
Customer#000133510,2635343.32
Customer#000003643,2635231.28
Customer#000051919,2635207.87
Customer#000133525,2635205.96
Customer#000041986,2635156.16
Customer#000102898,2635148.70
Customer#000047203,2635148.65
Customer#000145045,2635134.97
Customer#000125590,2635133.05
Customer#000132439,2635109.41
Customer#000100879,2635079.16
Customer#000074122,2635035.22
Customer#000097973,2635034.51
Customer#000118654,2635005.85
Customer#000137396,2634978.70
Customer#000067849,2634970.47
Customer#000025138,2634922.25
Customer#000120835,2634916.96
Customer#000085252,2634913.95
Customer#000002359,2634854.10
Customer#000007048,2634815.47
Customer#000017563,2634803.65
Customer#000048877,2634787.57
Customer#000064138,2634759.64
Customer#000102044,2634758.39
Customer#000052531,2634740.48
Customer#000050656,2634685.87
Customer#000033415,2634628.57
Customer#000083674,2634614.29
Customer#000091876,2634501.15
Customer#000137575,2634482.44
Customer#000096340,2634441.50
Customer#000098800,2634393.51
Customer#000063523,2634383.98
Customer#000131513,2634363.15
Customer#000056182,2634279.48
Customer#000041680,2634273.19
Customer#000002116,2634240.73
Customer#000050929,2634214.01
Customer#000001195,2634189.56
Customer#000136147,2634092.34
Customer#000007459,2634061.16
Customer#000096067,2634044.32
Customer#000020743,2634013.63
Customer#000132943,2633996.71
Customer#000044092,2633982.80
Customer#000077947,2633871.95
Customer#000017225,2633832.47
Customer#000081793,2633821.36
Customer#000031384,2633798.82
Customer#000124945,2633786.30
Customer#000018328,2633757.79
Customer#000065056,2633731.15
Customer#000123787,2633667.84
Customer#000126142,2633599.22
Customer#000099238,2633477.67
Customer#000022324,2633473.96
Customer#000041092,2633468.16
Customer#000133868,2633444.03
Customer#000032308,2633413.16
Customer#000080515,2633373.51
Customer#000022037,2633362.52
Customer#000060661,2633328.06
Customer#000134506,2633319.19
Customer#000069785,2633289.48
Customer#000101026,2633285.67
Customer#000113263,2633282.95
Customer#000029813,2633277.95
Customer#000125392,2633267.37
Customer#000052570,2633197.71
Customer#000089698,2633150.78
Customer#000055999,2633136.77
Customer#000085849,2633116.04
Customer#000044452,2633081.03
Customer#000055787,2633079.06
Customer#000103157,2633053.30
Customer#000006265,2632981.99
Customer#000041624,2632981.79
Customer#000139097,2632976.01
Customer#000017614,2632973.60
Customer#000103366,2632944.37
Customer#000121537,2632897.59
Customer#000139804,2632896.16
Customer#000023422,2632848.57
Customer#000069499,2632820.03
Customer#000100211,2632748.26
Customer#000114958,2632743.85
Customer#000108001,2632669.54
Customer#000110747,2632663.56
Customer#000050989,2632660.21
Customer#000031523,2632573.46
Customer#000135451,2632560.39
Customer#000137920,2632436.36
Customer#000101323,2632404.76
Customer#000010087,2632397.62
Customer#000018868,2632393.48
Customer#000055354,2632386.82
Customer#000000343,2632371.55
Customer#000053858,2632360.43
Customer#000047995,2632277.94
Customer#000037516,2632148.31
Customer#000094579,2632125.36
Customer#000003575,2632105.76
Customer#000130981,2632072.13
Customer#000027655,2632013.07
Customer#000131185,2632008.34
Customer#000123382,2631988.81
Customer#000055879,2631970.04
Customer#000135628,2631953.63
Customer#000077441,2631904.75
Customer#000129038,2631892.53
Customer#000003898,2631699.50
Customer#000119323,2631539.27
Customer#000093895,2631528.73
Customer#000048326,2631508.43
Customer#000013888,2631502.44
Customer#000057790,2631478.86
Customer#000041887,2631475.49
Customer#000146461,2631432.60
Customer#000140677,2631404.00
Customer#000043210,2631385.61
Customer#000111592,2631381.46
Customer#000007162,2631320.63
Customer#000071090,2631306.99
Customer#000098656,2631287.31
Customer#000052141,2631268.90
Customer#000074609,2631196.85
Customer#000113986,2631147.36
Customer#000109405,2631127.60
Customer#000132167,2631092.93
Customer#000136537,2631089.30
Customer#000023167,2631059.54
Customer#000027538,2631054.04
Customer#000085441,2631030.74
Customer#000026492,2630973.53
Customer#000124462,2630949.75
Customer#000044938,2630937.52
Customer#000143074,2630918.75
Customer#000059612,2630895.00
Customer#000116458,2630886.40
Customer#000125128,2630884.42
Customer#000095095,2630870.42
Customer#000080614,2630859.68
Customer#000121733,2630833.42
Customer#000141508,2630808.30
Customer#000024118,2630804.78
Customer#000108754,2630790.49
Customer#000149905,2630712.22
Customer#000136040,2630706.55
Customer#000067483,2630706.26
Customer#000085049,2630681.24
Customer#000055616,2630674.13
Customer#000118498,2630601.11
Customer#000010558,2630574.27
Customer#000044542,2630544.40
Customer#000100765,2630527.16
Customer#000062323,2630508.91
Customer#000101380,2630478.96
Customer#000042346,2630451.56
Customer#000046567,2630425.82
Customer#000027574,2630416.64
Customer#000061273,2630375.33
Customer#000085966,2630293.65
Customer#000038873,2630269.05
Customer#000011353,2630267.66
Customer#000146026,2630254.06
Customer#000100574,2630231.95
Customer#000041050,2630228.98
Customer#000008143,2630200.02
Customer#000024403,2630130.70
Customer#000056872,2630083.75
Customer#000020989,2630075.34
Customer#000126469,2630010.76
Customer#000068267,2629984.03
Customer#000149075,2629965.99
Customer#000070465,2629927.28
Customer#000091075,2629911.95
Customer#000011935,2629874.94
Customer#000117721,2629836.76
Customer#000132991,2629834.88
Customer#000139168,2629821.11
Customer#000069968,2629812.66
Customer#000095152,2629807.52
Customer#000114944,2629788.96
Customer#000133582,2629754.27
Customer#000075454,2629740.50
Customer#000014755,2629732.76
Customer#000030109,2629702.37
Customer#000013984,2629696.80
Customer#000029413,2629668.85
Customer#000102446,2629631.31
Customer#000019025,2629627.82
Customer#000073502,2629598.63
Customer#000115234,2629583.74
Customer#000112393,2629581.79
Customer#000036094,2629568.50
Customer#000140299,2629551.14
Customer#000140750,2629489.29
Customer#000045409,2629441.61
Customer#000101371,2629373.75
Customer#000019825,2629324.27
Customer#000076966,2629323.57
Customer#000071755,2629260.40
Customer#000145600,2629215.19
Customer#000088264,2629212.08
Customer#000003739,2629145.74
Customer#000051532,2629109.32
Customer#000091135,2629097.09
Customer#000019717,2629015.15
Customer#000054751,2628934.20
Customer#000129742,2628933.86
Customer#000049555,2628801.51
Customer#000146944,2628726.20
Customer#000078712,2628715.53
Customer#000119278,2628683.39
Customer#000027608,2628680.04
Customer#000047962,2628568.63
Customer#000048970,2628551.88
Customer#000054928,2628521.61
Customer#000057004,2628480.82
Customer#000108529,2628405.33
Customer#000106930,2628366.47
Customer#000041923,2628300.35
Customer#000128158,2628255.40
Customer#000089170,2628233.91
Customer#000096829,2628192.17
Customer#000013927,2628191.54
Customer#000129293,2628181.38
Customer#000055888,2628087.94
Customer#000139570,2628073.97
Customer#000096667,2628068.79
Customer#000043499,2628004.75
Customer#000074173,2627978.68
Customer#000032440,2627959.52
Customer#000065482,2627953.83
Customer#000058891,2627942.15
Customer#000034837,2627891.67
Customer#000099406,2627885.15
Customer#000146086,2627835.64
Customer#000120898,2627785.27
Customer#000124594,2627765.05
Customer#000041623,2627714.70
Customer#000107956,2627689.88
Customer#000077503,2627660.97
Customer#000073225,2627650.47
Customer#000092605,2627579.78
Customer#000104614,2627514.12
Customer#000016120,2627510.25
Customer#000136012,2627489.27
Customer#000065527,2627485.31
Customer#000097030,2627485.01
Customer#000012139,2627475.89
Customer#000040990,2627448.75
Customer#000113038,2627416.08
Customer#000104935,2627403.04
Customer#000031750,2627355.48
Customer#000045184,2627347.84
Customer#000113626,2627266.63
Customer#000030487,2627215.00
Customer#000025582,2627207.46
Customer#000114760,2627143.17
Customer#000103960,2627063.91
Customer#000061078,2627005.96
Customer#000125998,2626938.03
Customer#000073259,2626914.80
Customer#000126967,2626879.42
Customer#000012754,2626810.54
Customer#000109120,2626712.89
Customer#000123640,2626690.44
Customer#000034336,2626674.05
Customer#000019069,2626671.75
Customer#000133858,2626651.75
Customer#000071161,2626644.18
Customer#000059998,2626610.53
Customer#000075313,2626562.68
Customer#000006761,2626528.70
Customer#000076136,2626519.71
Customer#000105286,2626511.63
Customer#000094867,2626474.49
Customer#000061693,2626415.24
Customer#000094897,2626390.45
Customer#000084403,2626390.34
Customer#000114007,2626361.99
Customer#000140275,2626326.51
Customer#000077404,2626293.45
Customer#000019544,2626257.40
Customer#000145762,2626228.64
Customer#000119287,2626174.90
Customer#000027130,2626136.70
Customer#000105751,2626068.23
Customer#000143149,2626065.40
Customer#000020669,2626016.81
Customer#000051220,2626013.57
Customer#000145889,2625964.69
Customer#000047158,2625923.42
Customer#000056746,2625805.89
Customer#000005839,2625789.28
Customer#000036673,2625701.77
Customer#000056008,2625688.22
Customer#000036907,2625657.84
Customer#000086194,2625656.78
Customer#000148972,2625633.48
Customer#000125948,2625600.15
Customer#000088981,2625540.01
Customer#000104521,2625515.50
Customer#000099769,2625447.84
Customer#000053188,2625392.91
Customer#000086128,2625362.48
Customer#000115334,2625318.09
Customer#000084748,2625313.62
Customer#000047911,2625309.11
Customer#000049963,2625273.56
Customer#000075190,2625254.35
Customer#000129466,2625239.86
Customer#000038965,2625238.05
Customer#000132916,2625200.39
Customer#000130862,2625025.76
Customer#000080023,2624914.71
Customer#000115771,2624790.72
Customer#000094993,2624779.29
Customer#000096536,2624740.07
Customer#000025393,2624691.49
Customer#000023326,2624681.69
Customer#000108157,2624660.43
Customer#000082261,2624604.97
Customer#000027158,2624573.80
Customer#000063832,2624542.62
Customer#000078550,2624481.71
Customer#000100805,2624477.95
Customer#000061261,2624468.86
Customer#000089392,2624456.52
Customer#000014497,2624396.20
Customer#000081082,2624370.81
Customer#000088613,2624330.21
Customer#000004954,2624315.84
Customer#000030707,2624306.08
Customer#000044242,2624270.71
Customer#000041503,2624256.88
Customer#000084679,2624169.92
Customer#000027631,2624160.80
Customer#000138337,2624024.20
Customer#000079297,2623847.64
